stop_id,stop_code,stop_name,stop_lon,stop_lat
490010813S,58158,Park Road Richmond,-0.292139,51.45586
490004692S,74540,Cambrian Road,-0.293635,51.45395
490012465S,51072,American University,-0.295323,51.45191
490011927W,75499,Clifford Road (TW10),-0.304581,51.44054
490007745W,50869,Ham Street,-0.313192,51.43957
490003412E,56822,Ashburnham Road,-0.314354,51.43772
490009652S,57522,Mariner Gardens,-0.318042,51.43524
490004498S,51066,Lock Road,-0.314868,51.43313
490006283E,47837,Dysart Avenue,-0.312127,51.43218
490020199Z,NA,Dukes Avenue  Northweald Lane,-0.308386,51.43064
490016644E,56246,Richmond Road Ham,-0.306047,51.43010
490003643E,72555,Barnfield Avenue,-0.301102,51.42842
490013280E,73948,The Cardinal,-0.297130,51.42656
490008986E,57073,Latchmere Lane,-0.295697,51.42603
490010819E,76951,Wingfield Road,-0.291428,51.42477
490008613S,74824,Kelvedon Close,-0.290076,51.42283
490008815S,52557,Wyndham Road Kingston,-0.289181,51.42024
490003215S,59003,Alexandra Road (KT2),-0.288727,51.41813
490004534NQ,77496,Brunswick Road (KT2),-0.288146,51.41521
490006412D1,48219,Eden Street,-0.302006,51.41025
490006412H,47985,St James Road,-0.304789,51.40888
490007595J,74981,Guildhall  Rose Theatre,-0.306329,51.40884
490008821E,58059,Kingston Hall Road,-0.306288,51.40761
490013186R,53329,Streatham HillTelford Avenue,-0.124577,51.44294
490000132P,49160,Baylis Road Lambeth North Stn,-0.111801,51.49973
490004046W,50242,Fyfield Road (E17), 0.001059,51.58986
490001343A,71766,Wood Street Station,-0.001962,51.58649
490005145S,71146,Chestnut Avenue North,-0.001191,51.58497
490014897S,74945,Woodside Park Avenue, 0.000030,51.58320
490002116W,92365,Whipps Cross Bus Stand, 0.001499,51.58114
490004053W,47533,Black Boy Lane,-0.090769,51.58614
490014863W,59041,West Green Primary School,-0.094397,51.58602
490012557W,71109,Stanley Road West Green,-0.098087,51.58718
490014713W,51839,Willow Walk,-0.100134,51.58759
490014713E,74132,Willow Walk,-0.099972,51.58802
490012557E,54431,Stanley Road West Green,-0.097414,51.58706
490014464E,77772,West Green Primary School,-0.092313,51.58613
490014897N,52750,Woodside Park Avenue,-0.000611,51.58273
490005145N,58752,Chestnut Avenue North,-0.001618,51.58479
490001343B,48315,Wood Street Station,-0.002063,51.58682
490013198E,47989,Cassland Crescent,-0.046017,51.54244
490008671E,51609,Gascoyne Road,-0.041865,51.54342
490005241E,77314,Christie Road,-0.039274,51.54397
490008676E,55986,Wick Road,-0.036565,51.54459
490008264N,76775,St Mary Of Eton Church,-0.030255,51.54577
490008264S,52726,St Mary Of Eton Church,-0.030102,51.54530
490008676W,47684,Wick Road  Kenworthy Road,-0.036527,51.54514
490003622W,47364,Barnabas Road,-0.040419,51.54519
490015363W,74380,Kenton Road  Well Street,-0.045017,51.54492
490015364E,54057,King George Hospital, 0.111793,51.58032
490009213E,59540,Little Heath, 0.118427,51.58143
490007966S,57050,Haywards Close, 0.121301,51.57776
490004950S,57619,Grove Road Little Heath, 0.122394,51.57642
490007922S,55740,Hawkridge Close, 0.125696,51.57295
490004948S1,75759,Chadwell Heath High Road, 0.142427,51.57153
490012547S,57083,Stanley Avenue, 0.145317,51.56672
490008536T,76039,James Avenue, 0.146901,51.56327
490010519S,75515,Oglethorpe Road, 0.147128,51.55523
490005557S,56642,Connor Road, 0.147289,51.55344
490010703S,49000,Oxlow Lane (RM9), 0.147425,51.55172
490005090W1,49650,Chequers Ln Merrilands Ret Pk, 0.146702,51.53146
490011099W,57285,Morrison Road, 0.137988,51.53044
490010042W,72486,Dagenham Leisure Park, 0.135028,51.53127
490007314W,49698,Gale St Goresbrook Leisure C, 0.127154,51.53153
490004842W,54779,Castle Green  Rippleside Commercial Est, 0.122171,51.53166
490011527W,72150,Renwick Road, 0.118519,51.53219
490009246E2,52422,Lodge Avenue (RM9), 0.110353,51.53271
490003141R,47563,Ripple Road, 0.107693,51.53256
490010105W2,56984,Movers Lane and River Road, 0.094299,51.53006
490011600W2,50409,River Road, 0.091127,51.52943
490008742W,56955,King Edwards Road Barking, 0.087839,51.52909
490008545W,50032,North Circular Road Beckton, 0.077352,51.52644
490003752W2,54096,Beckton Triangle Retail Park, 0.069027,51.52344
490008191W1,48830,Woolwich Manor Way Newham Way, 0.062027,51.52102
490008191E,75915,Masefield Gardens, 0.061936,51.52156
490010335E,57998,North Circular Road Beckton, 0.069525,51.52424
490008545E2,50853,Jenkins Lane, 0.077604,51.52692
490010105E,74394,Movers Lane and River Road, 0.093881,51.53038
490003141S,50521,Ripple Road, 0.107346,51.53285
490009246E3,56916,Lodge Avenue (RM9), 0.110250,51.53297
490011527E,54131,Renwick Road, 0.118747,51.53244
490004842E,48820,Castle Green Recreation Ground, 0.123892,51.53177
490007314E,73692,Gale St Goresbrook Leisure C, 0.129592,51.53187
490010042E,76095,Dagenham Leisure Park, 0.133935,51.53164
490011099E,55075,Cook Road, 0.138867,51.53104
490005090E,76942,Chequers Ln Merrilands Ret Pk, 0.146334,51.53162
490005557N,57185,Connor Road, 0.147040,51.55428
490011698V,53025,James Avenue, 0.146429,51.56336
490012547N,50003,Stanley Avenue, 0.145432,51.56607
490004948N,77948,Chadwell Heath High Road, 0.142198,51.57158
490007681Q,59092,Hall Road (RM6), 0.126259,51.57266
490012233N,58280,Somerville Rd Chadwell Hth Ln, 0.122720,51.57507
490004950N,47856,Grove Road Little Heath, 0.121869,51.57693
490009213J,47093,Little Heath, 0.119462,51.58073
490015364X,71152,King George Hospital, 0.111352,51.58014
490000219A,53317,Stanmore Station,-0.303793,51.61967
490013274E,54797,Stanmore Broadway,-0.309654,51.61743
490012564W1,72972,Stanmore Church,-0.315395,51.61649
490003910W,57332,Bentley Way,-0.322856,51.61509
490005083E1,48525,Chenduit Way,-0.326846,51.61421
490004387W,77329,Brockhurst Corner,-0.332398,51.61288
490003251W,52484,All Saints Mews,-0.334851,51.61175
490007870S,74920,Harrow Weald Bus Garage,-0.339928,51.60641
490011485W,50423,Long Elmes  Aspri Medical Centre,-0.340538,51.60433
490012544W,56282,Stanhope Avenue,-0.345470,51.60412
490005652W,57072,Courtenay Avenue,-0.351342,51.60385
490007980B,75635,Headstone Lane,-0.356760,51.60379
490010120N,49939,Mullion Close,-0.358763,51.60591
490007981W,55925,Rowlands Avenue,-0.360649,51.60846
490007842W,74665,Harrow Arts Centre,-0.363612,51.60880
490001142A,51134,Hatch End,-0.370070,51.60873
490007896W,75068,Hatch End  Telephone Exchange,-0.375259,51.60739
490012953W1,47875,St Thomas' Drive,-0.377748,51.60603
490014855W,72633,Woodhall Drive,-0.383482,51.60356
490014321W,51478,Waxwell Lane,-0.388236,51.60186
490005123W,54890,Chesswood Way,-0.390871,51.60002
490014435E,51670,West End Lane Pinner,-0.391243,51.59808
490007372S,74106,Granville Place,-0.387285,51.59650
490011019W,52004,Holwell Place,-0.380567,51.59011
490004755S,75985,Eastcote Road Pinner,-0.382371,51.58852
490013601S,59404,Whittington Way,-0.381749,51.58653
490012815S,56761,St Michael's Crescent,-0.381717,51.58295
490004752S,74347,Cannonbury Avenue,-0.381461,51.58080
490012256E,54130,Southbourne Close,-0.381384,51.57809
490013373E,58269,The Glen (HA5),-0.377763,51.57725
490014084P,73290,Village Way East,-0.370644,51.57736
490000189B,56420,Rayners Lane Station,-0.369867,51.57608
490000189C,47203,Rayners Lane Station,-0.370789,51.57452
490003204F,75740,Alexandra Avenue Rayners Lane,-0.369963,51.57260
490005433S,58409,Clitheroe Avenue,-0.365431,51.57141
490005471S,73018,Coles Crescent,-0.362912,51.56763
490012306W,76351,South Harrow Bus Station,-0.351752,51.56501
490000211A,49613,South Harrow Bus Station,-0.352217,51.56493
490002159ZZ,92488,Roxbourne Medical Centre,-0.362836,51.56694
490005471N,55219,Coles Crescent,-0.363488,51.56847
490005433W,74070,Clitheroe Avenue,-0.365113,51.57103
490014212D,71111,Warden Avenue,-0.371744,51.57325
490000189A,74037,Rayners Lane Station,-0.371004,51.57577
490014083Q,72954,Village Way  Rayners Lane,-0.371693,51.57709
490013373W,57603,The Glen (HA5),-0.378544,51.57719
490006275N,50196,Durley Avenue,-0.382155,51.57916
490004752N,76891,Cannonbury Avenue,-0.381600,51.58136
490012815N,73849,St Michael's Crescent,-0.382290,51.58347
490013601N,51006,Whittington Way,-0.382209,51.58577
490013601N1,59591,Hereford Gardens,-0.382008,51.58695
490004755N,55817,Cannon Lane,-0.382430,51.58888
490011019E,73445,Holwell Place,-0.380759,51.59040
490004332D,58959,Love Lane (HA5),-0.383508,51.59470
490007372N,76945,Granville Place,-0.386095,51.59586
490014435N,51798,West End Lane Pinner,-0.391820,51.59808
490005123E,71639,Chesswood Way,-0.391356,51.60020
490014321E,56166,Waxwell Lane,-0.388288,51.60202
490014855E,75014,Woodhall Drive,-0.382751,51.60424
490012953E,77808,St Thomas' Drive,-0.380042,51.60529
490007896E,55767,Hatch End  Telephone Exchange,-0.374978,51.60757
490001142B,75926,Hatch End,-0.370383,51.60886
490007842E,76608,Harrow Arts Centre,-0.364134,51.60916
490007981E,73045,Rowlands Avenue,-0.361179,51.60859
490010120S,53408,Mullion Close,-0.358470,51.60561
490007980A,54135,Headstone Lane,-0.356684,51.60390
490005652E1,72924,Courtenay Avenue,-0.353619,51.60400
490005652E3,47911,Long Elmes  Boxtree Lane,-0.351541,51.60395
490012544E,75277,Stanhope Avenue,-0.344653,51.60435
490004394E,56478,Brookshill,-0.337932,51.61124
490003251E,47086,All Saints Mews,-0.334350,51.61202
490004387E,52798,Brockhurst Corner,-0.330879,51.61373
490005083E2,54952,Chenduit Way,-0.326215,51.61449
490003910E,48802,Bentley Way,-0.321737,51.61567
490012567E,48739,Bowls Close,-0.317789,51.61696
490012564F,47859,Stanmore Hill,-0.313149,51.61706
490013274EB,51946,Stanmore Broadway,-0.309164,51.61778
490000219N,75585,Stanmore Station,-0.302982,51.61973
490011670E,50919,Roneo Corner Tesco, 0.191046,51.56524
490010785E,52666,Park Lane Heath Park, 0.196009,51.56522
490008448E,51331,Hyland Way, 0.202614,51.56485
490007851E,77899,Harrow Lodge Park (RM12), 0.206458,51.56409
490003049E,53067,Abbs Cross Lane, 0.214605,51.56309
490004001A,54819,Billet Lane, 0.216541,51.56313
490012536E,54314,St Andrew's Church (RM12), 0.226323,51.56077
490007628E,56107,Hacton Lane, 0.228799,51.56035
490000243B,59394,Upminster Bridge, 0.235892,51.55906
490013926E,50308,Upminster Windmill, 0.242373,51.55767
490012756E,76052,St Laurence Church (RM14), 0.246013,51.55658
490007148D,50458,Gaynes Road, 0.249374,51.55687
490000242A,48967,Upminster Station, 0.250061,51.55850
490006075N,58529,Deyncourt Gardens, 0.251051,51.56074
490008487N,56341,Ingrebourne Gardens, 0.252287,51.56327
490013346N,50875,The Fairway Upminster, 0.254152,51.56538
490013925N,72573,Upminster Tithe Barn Museum, 0.255513,51.56722
490003519N,53457,River Drive, 0.256594,51.56983
490012006E,72066,Severn Drive, 0.257758,51.57032
490009827E,52486,Mersey Avenue, 0.261169,51.56954
490005829E,71980,Crouch Valley, 0.264166,51.56886
490013381E,52406,Front Lane, 0.267387,51.56865
490013923N,58718,Upminster Park Estate, 0.268902,51.57067
490014322S,58759,Lexington Way, 0.270792,51.57095
490004529S,59452,Brunswick Avenue (RM14), 0.270309,51.56850
490004309S,51856,Briarleas Gardens, 0.268429,51.56811
490008777S,73816,Kings Gardens, 0.267823,51.56608
490010014S,49141,Moor Lane Cranham, 0.267226,51.56164
490010014N,54652,Moor Lane Cranham, 0.266989,51.56180
490008777N,72011,Kings Gardens, 0.267026,51.56516
490004309N,49983,Briarleas Gardens, 0.267988,51.56738
490013381W,58838,Front Lane, 0.267107,51.56853
490005829W,56326,Crouch Valley, 0.263830,51.56879
490009827W,76749,Mersey Avenue, 0.260544,51.56975
490012006W,75514,Severn Drive, 0.257363,51.57021
490003519S,75834,River Drive, 0.256776,51.56943
490013925S,48624,Upminster Tithe Barn Museum, 0.254928,51.56619
490013346S,58652,The Fairway Upminster, 0.253751,51.56485
490008487S,74656,Ingrebourne Gardens, 0.252110,51.56291
490000242U,54042,Upminster Station, 0.250595,51.55938
490015474C,72658,Upminster StnSt Lawrence Road, 0.249860,51.55766
490012756K,73069,St Laurence Church (RM14), 0.246605,51.55630
490013926W,52286,Upminster Windmill, 0.241811,51.55768
490000243A,52201,Upminster Bridge, 0.235372,51.55905
490007628W,49465,Hacton Lane, 0.229050,51.56018
490012536W,57872,St Andrew's Church (RM12), 0.226204,51.56069
490008347G,75666,Hornchurch Town Centre, 0.220579,51.56161
490004001B,77638,Billet Lane, 0.216305,51.56274
490003049W,73487,Abbs Cross Lane, 0.211691,51.56280
490007851W,73439,Harrow Lodge Park (RM12), 0.208541,51.56330
490008448W,77235,Hyland Way, 0.201856,51.56469
490010785W,56024,Park Lane Heath Park, 0.194009,51.56505
490004863Z,91417,Stanstead RdSt Dunstans,-0.028145,51.44304
490012534S,75544,Torridon Rd St Andrews Church,-0.001936,51.44183
490006154S2,77780,Dowanhill Road,-0.001849,51.44021
490007967S,52467,Ardoch Road,-0.001662,51.43690
490003694S,48186,Baudwin Road, 0.000733,51.43640
490004839S,74813,Castillon Road, 0.002462,51.43513
490004191W,52371,Boundfield Road,-0.001112,51.43369
490011942E,74904,Scarlet Road, 0.000102,51.43249
490006940E,58774,Greenvale School, 0.005142,51.43358
490005868E,77419,Crutchley Road, 0.007093,51.43411
490014581S,51985,Whitefoot Lane, 0.009445,51.43427
490012134S,51508,Northover  Shroffold Road, 0.011546,51.43035
490005672W,73777,Middle Park Avenue Court Road, 0.048383,51.44114
490006540E2,57198,Eltham Gardens, 0.045339,51.44161
490009851W,53276,The Vista, 0.041737,51.44312
490012279S2,55591,Southend CrescentSouthend Clo, 0.064363,51.44992
490010238E,55700,Newmarket Green, 0.040455,51.44503
490009851S,75051,The Vista, 0.041896,51.44315
490006540E1,55950,Eltham Gardens, 0.045230,51.44176
490005672E,52710,Middle Park Avenue Court Road, 0.047886,51.44128
490003290W,58394,Amblecote Road, 0.026490,51.43157
490015553F,53571,Chinbrook Road  Baring Road, 0.022128,51.43151
490014009N,51875,Vanoc Gardens, 0.012806,51.42890
490012134N,54647,Northover  Shroffold Road, 0.011448,51.43040
490014581N,72424,Whitefoot Lane, 0.009078,51.43443
490005868W,52871,Crutchley Road, 0.005794,51.43368
490006940W,54361,Greenvale School, 0.003647,51.43294
490011942W,57317,Scarlet Road,-0.000236,51.43234
490004191E,71150,Boundfield Road,-0.000899,51.43395
490004839N,50982,Castillon Road, 0.002454,51.43529
490003694N,71101,Baudwin Road, 0.000541,51.43662
490003369N,73813,Ardoch Road,-0.001840,51.43778
490006154N,58008,Dowanhill Road,-0.001933,51.43960
490006052N,48566,Deptford Park School,-0.037039,51.48831
490011605N,55424,Riverside Youth Club,-0.034679,51.48894
490007582N,55828,Windlass Place,-0.034439,51.49050
490016665N,48714,Grove Street  Plough Way,-0.034562,51.49233
490006258W,74685,Dunnage Crescent,-0.036318,51.49236
490015001W,51605,Yeoman Street,-0.041149,51.49258
490015001E,53821,Yeoman Street,-0.041069,51.49276
490006258E,47904,Dunnage Crescent,-0.035935,51.49256
490016665S,52778,Grove Street  Plough Way,-0.034397,51.49215
490007582S,74739,Windlass Place,-0.034363,51.49024
490011605W,47136,Riverside Youth Club,-0.034480,51.48887
490006052S,74794,Deptford Park School,-0.037403,51.48790
490000070D,75347,Edgware,-0.274637,51.61295
490012618J,55869,Manor Park Crescent,-0.277515,51.61207
490014573N,50025,Whitchurch Lane,-0.278482,51.61018
490006004HD,58482,Deansbrook Road,-0.275600,51.60772
490006425HA,56878,Edgware Community Hospital,-0.273112,51.60517
490004617A,52312,North Road (HA8),-0.270717,51.60360
490014307L,52594,Watling Market,-0.266357,51.60128
490003132CC,54626,Ajax Avenue,-0.252912,51.59381
490005481CE,73008,Colindale Avenue,-0.256692,51.59162
490005483CF,57676,Colindeep Lane,-0.254769,51.59019
490004562CJ,74357,Buck Lane,-0.259976,51.58841
490011646S,76874,Fairfields Crescent,-0.264421,51.58767
490009791D,75458,Melbury Road,-0.284938,51.58487
490009792J,75214,Melcombe Gardens,-0.288359,51.58221
490011926S,71883,Sandy Lane (HA3),-0.290081,51.57938
490000228B,77806,Sudbury Town Station,-0.315563,51.55105
490011926N,59135,Sandy Lane (HA3),-0.290230,51.57963
490009792K,55928,Melcombe Gardens,-0.287968,51.58261
490011636N,74563,Highfield Avenue Kingsbury,-0.265736,51.58499
490007959N,74057,Fairfields Crescent,-0.265069,51.58696
490012473E,55692,Stag Lane (NW9),-0.263666,51.58816
490004562CK,76782,Buck Lane,-0.259377,51.58860
490005483GZ,50328,Colindeep Lane,-0.255381,51.59041
490005481CL,55057,Colindale Avenue,-0.256854,51.59153
490015288CV,49970,Stonecrop Close,-0.256438,51.59258
490005786CD,76735,Ajax Avenue,-0.252235,51.59416
490000034R,56450,Burnt Oak Station,-0.264858,51.60198
490004618C,49308,Burnt Oak Broadway,-0.268836,51.60180
490004617B,49947,North Road (HA8),-0.270885,51.60336
490006425HB,49615,Edgware Community Hospital,-0.274220,51.60603
490006004HC,74312,Deansbrook Road,-0.275427,51.60734
490012411P,57920,Springvilla Road,-0.278510,51.60982
490011171H,75553,Manor Park Crescent,-0.277386,51.61242
490013917T,47381,Uphill Road,-0.245148,51.61769
490012752N,56370,Sunnyfield,-0.243042,51.62098
490013523N,49300,The Reddings,-0.240251,51.62255
490008201W1,49998,Holcombe Hill,-0.237570,51.62537
490009901N,74909,Mill Hill  Rising Sun,-0.241307,51.62700
490008062E,54893,Hendon Wood Lane,-0.236484,51.63029
490014432E,76849,West End House,-0.229886,51.63052
490012661E,73740,St Edward's College,-0.226659,51.63103
490006486E,54990,Ellern Mede,-0.222700,51.63177
490009997E,55500,Horseshoe Lane,-0.212944,51.63365
490007343E,72280,Grange Avenue (N20),-0.205624,51.63461
490013742E,58590,Totteridge War Memorial,-0.201552,51.63381
490010609E,53208,Orange Tree,-0.197491,51.63052
490011007E,55214,Pine Grove,-0.191708,51.63062
490009188E,72237,Links Drive,-0.187127,51.63100
490009313E,58347,Longland Drive,-0.183337,51.63111
490000009E1,55899,Arnos Grove,-0.133500,51.61634
490000009W1,54802,Arnos Grove,-0.133760,51.61599
490009313W,73977,Longland Drive,-0.183131,51.63048
490009188W,72558,Links Drive,-0.187852,51.63094
490013741W,50226,Totteridge Green,-0.195179,51.63016
490010609W,59464,Orange Tree,-0.197336,51.63042
490013742W,57863,Totteridge War Memorial,-0.201219,51.63345
490007343W,48432,Grange Avenue (N20),-0.205441,51.63448
490009997W,59123,Horseshoe Lane,-0.212131,51.63375
490006486W,54734,Ellern Mede,-0.220376,51.63207
490012661W,51347,St Edward's College,-0.227172,51.63085
490014432W,55427,West End House,-0.229394,51.63054
490008062W,53374,Hendon Wood Lane,-0.235409,51.63045
490009901S,76911,Mill Hill  Rising Sun,-0.240852,51.62718
490008201W2,50874,Holcombe Hill,-0.237091,51.62506
490012752S,76718,Sunnyfield,-0.242677,51.62108
490013917U,54597,Uphill Road,-0.244892,51.61833
490001193A,54630,Mill Hill Broadway,-0.249380,51.61357
490008080S,52894,Hermitage Lane,-0.123153,51.41485
490011220W,75871,Pringle Gardens,-0.144195,51.42863
490012701H4,47702,St George's  Univ of London,-0.175208,51.42760
490018848E,53619,St George's Grove,-0.178805,51.43625
490012694E,56600,Grosvenor Way,-0.176272,51.43446
490004622E,59151,Burntwood School,-0.180259,51.43842
490010604E,72371,Openview,-0.178025,51.43960
490016695N,58979,Springfield University Hospital,-0.174770,51.43931
490013669E,54933,Tilehurst Road,-0.174580,51.44083
490009649E,54742,Marham Gardens,-0.171517,51.44185
490013044G,57217,Trinity Road (SW17),-0.168701,51.44354
490004132E,76184,Bolingbroke Grove,-0.162900,51.44861
490011792E,47346,Oak Lodge School,-0.158333,51.45016
490011411E,74970,Ramsden Road Balham,-0.155394,51.45096
490013652E,75218,Thurleigh Avenue,-0.152156,51.45272
490000052SB,71108,Clapham South,-0.148431,51.45301
490015965W,91502,Broomwood Road,-0.154584,51.45641
490014649S,48243,Shaftesbury Est Wickersley Rd,-0.154127,51.46951
490015965E,91501,Broomwood Road,-0.154376,51.45657
490000052SA,72201,Clapham South,-0.148566,51.45289
490004225W,55495,Bracken Avenue,-0.153885,51.45125
490011411W,74227,Ramsden Road Balham,-0.156708,51.45049
490011792W,53155,Oak Lodge School,-0.160287,51.44952
490004132W,74422,Bolingbroke Grove,-0.162684,51.44862
490009649W,59306,Marham Gardens,-0.171785,51.44162
490013669W,72418,Tilehurst Road,-0.174818,51.44063
490010604W,55844,Openview,-0.177490,51.43966
490004622W,76469,Burntwood School,-0.180527,51.43818
490011220E,77876,Pringle Gardens,-0.144048,51.42871
490000040B,72054,Cannon Street,-0.091063,51.51192
490000148K,54579,Monument,-0.085232,51.51076
490007418E,48709,Great Tower Street,-0.081174,51.50992
490013573W,54382,The Tower Of London,-0.075909,51.50969
490009606S,49032,Mansell Street,-0.073327,51.51283
490013965E,51537,University of Cumbria in London,-0.025120,51.51146
490013936E,74237,Upper North Street,-0.021412,51.51091
490011114BC,54895,Poplar Recreation Ground  DLR,-0.017861,51.51103
490015270B,75713,Chrisp Street Market,-0.014899,51.51120
490011107G,73923,Poplar  All Saints Church,-0.012318,51.51090
490011111T,50484,Poplar High Street  Blackwall,-0.010780,51.50883
490002018AP,76101,Blackwall,-0.006970,51.50830
490002018P,56655,Blackwall,-0.007330,51.50831
490011111W1,76615,Poplar High Street  Blackwall,-0.010093,51.50873
490011114AD,55228,Poplar Recreation Ground  DLR,-0.016568,51.51094
490013936W,53781,Upper North Street,-0.020381,51.51075
490013965W,71525,University of Cumbria in London,-0.024251,51.51122
490004586W,48791,Burdett Road,-0.027216,51.51166
490013573X,51099,The Tower Of London,-0.075437,51.50962
490007418W,48693,Great Tower Street,-0.081477,51.50991
490000148W,75757,Monument,-0.085107,51.51065
490000040A,57681,Cannon Street,-0.089185,51.51135
490003935Z,47355,Bertie Road,-0.239298,51.54710
490010834S,50629,Clare Road (NW10),-0.237868,51.54604
490014689S1,58926,The Oaks (NW10),-0.234228,51.54247
490006108E,58928,Willesden Sports Centre,-0.231322,51.54153
490003256S,53249,All Souls Avenue,-0.225124,51.54035
490010521S,53090,Okehampton Road,-0.222062,51.53752
490014619S,74994,Whitmore Gardens,-0.220991,51.53650
490001161S1,48832,Kensal Rise Station,-0.219054,51.53440
490003577E,74940,Kilburn Lane Kensal Rise,-0.215874,51.53130
490003237E,71784,Allington Road,-0.211083,51.53213
490005692E,58574,Neville Close,-0.199936,51.53256
490004710E,47029,Cambridge Road  Carlton Vale,-0.194527,51.53226
490013766E,50435,Charing Cross,-0.126487,51.50805
490013767S,58872,Trafalgar Square,-0.129451,51.50745
490014490N,71077,Pentland Road,-0.197034,51.53230
490006806H,56546,Fernhead Road,-0.201897,51.53255
490003125W,47314,Fifth Avenue,-0.211338,51.53189
490003577W,50465,Wakeman Road,-0.216127,51.53111
490001161N1,55960,Wrentham Avenue,-0.220115,51.53532
490010521N,49005,Okehampton Road,-0.222376,51.53760
490003256N,75675,All Souls Avenue,-0.225877,51.54101
490006108W,57760,Willesden Sports Centre,-0.230093,51.54126
490014689E,47425,The Oaks (NW10),-0.234764,51.54316
490010834N,49369,Clare Road (NW10),-0.236543,51.54451
490003935N,58124,Bertie Road,-0.238758,51.54652
490013042H,49171,Surrey Quays Shopping Centre,-0.046607,51.49395
490008847G,56376,Kirby Estate,-0.060439,51.49798
490019060S,91541,Gataker Street,-0.060093,51.49630
490013562S,57436,The Stanley Arms,-0.058747,51.49475
490011450S,47768,Raymouth Road,-0.058376,51.49263
490012072E,54317,Sheppard Drive,-0.060717,51.48770
490001256E,57210,South Bermondsey,-0.057451,51.48796
490009923S,75798,Millwall Football Ground,-0.054269,51.48657
490009560S,73730,Manor Grove (SE15),-0.053592,51.48216
490014116S,54238,Wagner Street,-0.054000,51.47937
490004813S,75511,Caroline Gardens,-0.059627,51.47946
490005430S,72961,Clifton Way,-0.058438,51.47727
490004773E,57012,Carden Road,-0.063104,51.46333
490009174E,55261,Linden Grove,-0.059903,51.46446
490003656E,56182,Barset Road,-0.057376,51.46599
490008722S,72713,Kimberley Avenue,-0.055144,51.46668
490001217NB,75174,Nunhead,-0.051107,51.46647
490008526S,74378,Ivydale Road  Linden Grove,-0.049985,51.46577
490010876S,73140,Peckham 7th Day Adventist Church,-0.048912,51.46426
490009165S,56695,Limesford Road,-0.046781,51.46124
490003855S,52373,Bellwood Road,-0.045897,51.45867
490015712S,50895,Brockley Way,-0.046258,51.45529
490008614S,49346,Camberwell New Cemetery,-0.048721,51.45357
490015711S,77210,Buckstone Close,-0.055709,51.45035
490004279E,53971,Netherby Road,-0.054619,51.44923
490004397E,57783,Brockley Rise  Chandos,-0.040538,51.44869
490004399J,77657,Brockley Rise  Chandos,-0.040904,51.44822
490004279W,50058,Netherby Road,-0.055489,51.44942
490015711N,71892,Buckstone Close,-0.056055,51.45032
490008614N,75827,Camberwell New Cemetery,-0.048438,51.45411
490015712N,73224,Brockley Way,-0.046138,51.45575
490008493E2,75188,Inverton Road,-0.047008,51.45794
490003855N,74748,Bellwood Road,-0.045952,51.45907
490009165N,58440,Limesford Road,-0.046775,51.46105
490010876N,74362,Peckham 7th Day Adventist Church,-0.048771,51.46386
490008526N,52187,Ivydale Road  Linden Grove,-0.049803,51.46531
490001217N,73566,Nunhead,-0.051542,51.46675
490015616N,75158,Gibbon Road,-0.052630,51.46825
490008303S,74706,Hollydale Road,-0.054128,51.46755
490003656S,48611,Barset Road,-0.056573,51.46625
490010457S,77753,Nunhead Green,-0.058638,51.46508
490004773W,58411,Carden Road,-0.062655,51.46339
490001233QE,53419,Queens Road Peckham Station,-0.058039,51.47378
490005430N1,55420,Clifton Way,-0.058241,51.47649
490004813N,77702,Caroline Gardens,-0.059826,51.47951
490009560N,55797,Manor Grove (SE15),-0.053778,51.48050
490010902N,47836,Penarth Street,-0.054100,51.48310
490009923N,50564,Millwall Football Ground,-0.054466,51.48601
490001256W,51710,South Bermondsey,-0.057802,51.48783
490012072W,71559,Sheppard Drive,-0.060014,51.48763
490011450N,47524,Raymouth Road,-0.058808,51.49263
490013562N,54968,The Stanley Arms,-0.059611,51.49510
490008847N,71464,Kirby Estate,-0.060368,51.49729
490014532N,58025,Westwood Hill,-0.073950,51.42659
490006101N,47829,Dome Hill Park,-0.074887,51.42964
490014370A,53525,Wells Park Road,-0.073241,51.43183
490004742E,52906,Canbury Mews,-0.070541,51.43173
490013129UB,48671,Sydenham Hill Estate,-0.067321,51.43132
490005576E,71411,Coombe Road,-0.065022,51.43091
490005278E,76190,Churchley Road,-0.060089,51.43086
490013282E,49291,Brownhill Road Catford Centre,-0.018179,51.44623
490008598E,73130,Laleham Road,-0.012448,51.44530
490015457E,56742,Brownhill Road  St Fillans Road,-0.008325,51.44514
490013717E,76033,Torridon Road,-0.001489,51.44515
490009599N,50467,Manor Way (SE3), 0.009938,51.45927
490011233N,76488,Priory Park Blackheath, 0.009759,51.46208
490004065BB,76939,Blackheath  Royal Standard, 0.019965,51.47802
490011233S,76322,Priory Park Blackheath, 0.009887,51.46171
490009599S,57208,Manor Way (SE3), 0.010195,51.45889
490014025W,59412,Brownhill Rd  Wellmeadow Rd, 0.003203,51.44516
490013717W,50385,Torridon Road,-0.002905,51.44502
490016592W,75195,Stainton Road,-0.005742,51.44497
490015457W,48174,Brownhill Road  St Fillans Road,-0.010545,51.44505
490008598W,51624,Laleham Road,-0.014255,51.44544
490005278W,74275,Churchley Road,-0.060920,51.43060
490005576W,54943,Coombe Road,-0.065583,51.43090
